percent_gait_cycle,AdductorLongus,AdductorMagnus,BicepsFemorisLongHead,BicepsFemorisShortHead,ExtensorDigitorumLongus,ExtensorHallucisLongus,FlexorDigitorumLongus,FlexorHallucisLongus,Gastrocnemius,GluteusMaximusLower,GluteusMaximusUpper,GluteusMedius,Gracilis,Iliacus,PeroneusBrevis,PeroneusLongus,Popliteus,RectusFemoris,Sartorius,Semimembranosus,Semitendinosus,Soleus,TensorFasciaLata,TibialisAnterior,TibialisPosterior,VastusIntermedius,VastusLateralis,VastusMedialisLongus,VastusMedialisOblique
77.0,3.502248210477671,0.0,0.0,18.051446960788066,23.20348634319716,25.8302500905775,0.0,0.0,0.0,0.0,0.0,0.0,14.874509784957358,0.0,9.34311168280954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.315023124533344,0.0,0.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0,16.499879123103113,23.801985191895085,28.126815489472396,0.0,0.0,0.0,0.0,0.0,0.0,12.963166113970267,0.0,7.557969468001183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.611374430218277,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,12.919223572438469,23.867364951611204,28.775034600573235,0.0,0.0,0.0,0.0,0.0,0.0,12.67222378745094,0.0,4.0886218334584115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.034226124142315,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.7896579189120264,10.292310542373732,22.604632360321386,26.4788302836846,0.0,0.0,0.0,0.0,0.0,0.0,12.695444790225356,0.0,3.0284514024045777,0.0,0.0,0.0,0.0,0.9086183311348794,0.0,0.0,0.0,21.21642389515298,0.0,0.0,0.0,0.0,0.0
81.0,0.0,0.0,2.8132971814954266,10.083049886621293,22.021091152520317,22.766826568876525,0.0,0.0,0.0,0.0,0.0,0.0,13.552989015657703,0.0,3.2306693536204674,0.0,0.0,0.0,0.0,6.437399172379614,0.0,0.0,0.0,19.22851648817012,0.0,0.0,0.0,0.0,0.0
82.0,0.0,0.0,8.167531420508993,7.026996718287633,20.782420638948956,16.158469924638702,0.0,0.0,0.0,0.0,0.0,0.0,12.894783679272527,0.0,4.301905335847958,0.0,1.1098806346474297,0.0,0.0,13.655453029460848,0.0,0.0,0.0,17.106700118063827,0.0,0.0,0.0,0.0,0.0
83.0,0.0,0.0,14.033621585386054,2.612185509440403,19.410984839794697,11.44186923269035,0.0,0.0,0.0,0.0,0.0,0.0,11.920678064678324,0.0,4.852738226462375,0.0,5.6241010238776115,0.0,0.0,19.10987114053244,0.0,0.0,0.0,15.917671652005309,0.0,0.0,0.0,0.0,0.0
84.0,0.0,0.0,15.928839219282171,0.0,19.997910402361846,11.145210292281572,0.0,0.0,0.0,0.0,0.0,0.0,10.898559273806994,0.0,5.2238613685838065,0.0,8.137465850185876,0.0,0.0,22.85761171265935,0.0,0.0,0.0,14.969238735015463,0.0,0.0,0.0,0.0,0.0
85.0,0.0,0.0,16.29977949346436,0.0,20.64927187508396,14.40448835389963,0.0,0.0,0.0,0.0,0.0,0.0,10.025484419709679,0.0,5.096357208693573,0.0,9.147210520153722,0.0,0.0,25.612159556043444,0.0,0.0,0.0,14.811406312950899,0.0,0.0,0.0,0.0,0.0
86.0,0.0,0.0,17.94084572650376,0.0,20.971574196836407,15.910129507498516,0.0,0.0,0.0,0.0,0.0,0.0,10.268088357235316,0.0,5.089760575270837,0.0,9.259391366947296,0.0,0.0,30.208897688798544,0.0,0.0,0.0,15.695115796726576,0.0,0.0,0.0,0.0,0.0
87.0,0.0,0.0,20.07752731092425,0.0,20.450365276805602,16.05404731089779,0.0,0.0,0.0,0.0,0.0,0.0,11.834551793034874,0.0,5.420070026841556,0.0,10.14366485536961,0.0,0.0,35.979494450233666,0.7367941472045597,0.0,2.3794827400750354,16.669506235812502,0.0,0.0,0.0,0.0,0.0
88.0,0.0,0.0,20.933393380812717,0.0,20.58408196717124,14.628672184857066,0.0,0.0,0.0,0.0,0.0,0.0,13.446837797199025,0.0,5.413655258959716,0.0,12.887912468424316,0.0,0.0,40.222248333562895,5.609381800475135,0.0,8.549141172632961,18.462104785288897,0.0,0.0,0.0,0.0,1.1957989224392025
89.0,0.0,0.0,21.380728677750938,0.0,21.08030156726483,13.506099581224268,0.0,0.0,0.0,0.0,0.0,0.0,15.09776005513029,0.0,3.3009216483623796,0.0,13.322740692749276,0.0,0.0,39.81563678627703,9.58850179884516,0.0,12.644286575078269,19.61876455366083,0.0,0.0,0.25246198491817945,0.0,5.417267336052135
90.0,0.0,0.0,21.60664562587642,0.0,21.07500121387152,15.951769176451132,0.0,0.0,0.0,0.0,0.0,0.0,16.853152878191686,0.0,2.268044989765402,0.0,4.5353773584904395,0.0,0.0,38.13140238608217,11.996846163857393,0.0,15.603386936561257,19.73419177909471,0.0,0.0,3.3503272218464257,0.0,8.910428988208556
91.0,0.0,0.0,20.757309471048423,0.0,21.14468701124473,20.641335345509674,0.0,0.0,0.0,0.0,0.0,0.0,18.602820006941087,0.0,0.0,0.0,10.688413483038303,0.0,0.0,40.10914125845847,14.507076295214933,0.0,17.04397608924951,20.891207338802193,0.0,0.0,7.887626301182379,4.364606064909232,10.564532437651296
92.0,0.0,0.6843057219201102,21.099102160687966,0.0,21.90723448284052,21.854919704601873,0.0,0.0,0.0,0.0,0.0,0.0,19.926485132137017,0.0,0.0,0.0,14.055405061047207,0.0,0.0,39.1828721190376,16.388794634141664,0.0,18.027673002764054,24.91488007323537,0.0,0.0,9.333797450781109,7.578122765218701,12.829907105182478
93.0,0.0,6.850048418009316,22.315834498556328,0.0,23.552566146568175,18.60354019061378,0.0,0.0,0.0,0.0,0.0,0.0,22.031678059650528,0.0,0.0,0.0,13.57863328724254,0.0,0.0,37.88318358684106,18.15508362074554,0.0,18.571195190025485,27.249224583072802,0.0,0.0,10.239417690399202,7.792478129281066,15.04501132914041
94.0,0.0,11.790443381559767,22.950431263261276,0.0,25.8844060959488,18.035813144603996,0.0,0.0,0.0,0.0,0.0,0.0,23.890584698476655,0.0,0.0,0.0,11.7865654306862,0.0,0.0,36.14744003785382,19.48505666130561,0.0,18.80604467530956,28.26731898907541,0.0,0.0,11.609901315127608,7.358101658099769,17.824524310307673
95.0,0.0,15.442620883171251,20.6614799517218,0.0,25.56022747052049,20.289468008748134,0.0,0.0,0.0,1.7073254041755572,2.7450444842437953,0.1760241182400643,23.12882247532114,0.0,0.0,0.0,11.473208441133359,0.0,0.0,35.11544402537672,21.651590142141092,0.0,19.285520278433097,28.278123350938905,0.0,3.3506124657533376,13.896739848399367,6.1670379983221375,23.745781051143094
96.0,0.0,20.776038293636933,17.303199916396775,0.0,26.337184316848745,21.693653337400256,0.0,0.0,0.0,6.898075282215086,6.877378127104132,3.1358235549911,22.48951211446801,0.0,0.0,0.0,12.43022569516601,0.0,0.0,34.0455195953674,23.82130911322018,0.0,19.165414823530092,28.26523228332589,0.0,6.768401995789072,16.187164590455684,7.7562225473799264,27.784028415085885
97.0,0.0,24.10279599021448,17.052132215349864,0.0,25.64986829696831,24.232126079398245,0.0,0.0,0.0,10.940810202713887,8.887279086541586,9.03366489120145,23.60443696553573,0.0,0.0,0.0,13.586807243179848,0.0,0.0,33.85483964920813,24.280025936840385,0.0,19.380654203365037,28.439329303627627,0.0,8.57911120410164,17.184050711975793,11.613322352362372,29.655616407493685
98.0,0.0,28.920163191287475,16.442834127459655,0.0,27.70764995393703,24.992779371299257,0.0,0.0,0.0,13.907994842418118,13.762795614223938,10.62302286915486,23.226908121056844,0.0,0.0,0.0,14.850017574034446,0.0,0.0,32.85499391305537,25.077242421143467,0.0,18.503725168436898,31.1492408373955,0.0,13.274049735932422,17.99707276902275,14.174863755962607,29.82266005842791
99.0,0.0,33.072456409791215,14.547516807839965,0.0,29.17905627549524,25.298064477068355,0.0,0.0,0.0,15.909913419913343,17.83772086198022,13.650578810546286,21.931423554975126,0.0,0.0,0.0,12.55372986157784,0.0,0.0,31.643008190959986,24.53963409532469,0.0,14.42373301503655,34.81561947173155,0.0,17.744574633475292,18.226622523075118,15.963909491627309,28.200665504396298
100.0,0.0,37.772815473208034,12.548354229958505,0.0,29.015645847167658,24.286969203808212,0.0,0.0,0.0,16.309911224571888,19.975773099255267,17.452000018105878,21.17075782,0.0,0.0,0.0,12.194491350358875,0.0,0.0,31.034045553596396,20.656605431168032,0.0,10.661960126181043,36.27736058494477,0.0,18.772329712138852,19.97441340872029,17.24550639021993,25.611701160849066
